,標普500,標普500期貨,紐約原油近月,布倫特原油近月,熱燃油近月,天然氣近月,黃金近月,白金近月,白銀近月,高級銅近月,鈀金近月,玉米近月,小麥近月,稻近月,黃豆近月,瘦肉豬近月,飼養牛近月,活牛近月,可可豆近月,咖啡近月,棉花近月,11號糖近月,隨機長度木材近月,聯邦資金有效利率,美元指數,1年期國債殖利率,10年期國債殖利率,30年期國債殖利率,10/1年期國債殖利率差,30/1年期國債殖利率差,CPI,PPI,非農業就業人數,失業率,GDP,時間序列
2007-08-30,1457.6400146484375,1461.5,73.36000061035156,71.9000015258789,2.02839994430542,5.635000228881836,665.0,1260.0999755859375,11.791000366210938,3.3534998893737793,330.70001220703125,322.75,770.0,1069.0,870.5,67.8499984741211,117.625,94.57499694824219,1815.0,111.75,57.150001525878906,9.539999961853027,259.70001220703125,5.0,80.79000091552734,4.161290322580645,4.529677419354838,4.799032258064516,0.36838709677419335,0.6377419354838709,208.4902258064516,173.42903225806452,138097.4516129032,4.693548387096774,14662.556782608697,2798
2007-08-31,1473.989990234375,1476.75,74.04000091552734,72.69000244140625,2.0422000885009766,5.4679999351501465,673.0,1271.5999755859375,12.062999725341797,3.4110000133514404,333.5,324.0,767.0,1085.0,868.0,66.82499694824219,117.5250015258789,94.0999984741211,1868.0,112.6500015258789,58.869998931884766,9.479999542236328,261.0,4.96,80.79000091552734,4.150645161290322,4.524838709677419,4.794516129032258,0.3741935483870966,0.6438709677419361,208.5186129032258,173.46451612903226,138100.2258064516,4.6967741935483875,14664.197445652175,2799
2007-09-04,1489.4200439453125,1489.5,75.08000183105469,73.91999816894531,2.0794999599456787,5.629000186920166,682.5,1273.699951171875,12.281000137329102,3.322499990463257,335.3999938964844,336.75,807.0,1103.0,892.5,67.07499694824219,118.9000015258789,97.625,1821.0,114.55000305175781,59.45000076293945,9.449999809265137,248.3000030517578,5.22,80.87999725341797,4.135999999999999,4.521,4.788,0.3850000000000007,0.652000000000001,208.6113,173.62,138110.1,4.7,14670.760097826087,2803
2007-09-05,1472.2900390625,1476.5,75.7300033569336,74.33999633789062,2.099900007247925,5.804999828338623,681.7000122070312,1273.0,12.1899995803833,3.2790000438690186,332.6000061035156,328.75,842.5,1092.0,889.0,65.9000015258789,119.0999984741211,97.05000305175781,1841.0,112.44999694824219,58.349998474121094,9.380000114440918,249.1999969482422,5.18,80.62000274658203,4.134666666666666,4.521333333333333,4.787333333333334,0.3866666666666667,0.6526666666666676,208.63273333333333,173.66,138112.46666666667,4.7,14672.400760869567,2804
2007-09-06,1478.550048828125,1479.5,76.30000305175781,74.7699966430664,2.1368000507354736,5.650000095367432,695.5999755859375,1288.9000244140625,12.364999771118164,3.315500020980835,337.0,323.25,816.0,1083.0,878.0,66.0,119.4749984741211,96.80000305175781,1874.0,113.55000305175781,58.15999984741211,9.369999885559082,250.89999389648438,4.98,80.47000122070312,4.133333333333333,4.5216666666666665,4.786666666666667,0.38833333333333364,0.6533333333333342,208.65416666666667,173.7,138114.83333333334,4.7,14674.041423913044,2805
2007-09-07,1453.550048828125,1459.75,76.69999694824219,75.06999969482422,2.143199920654297,5.500999927520752,700.7999877929688,1295.0,12.592000007629395,3.259500026702881,336.54998779296875,331.25,840.0,1093.0,891.0,66.30000305175781,118.80000305175781,96.0999984741211,1877.0,113.75,57.900001525878906,9.40999984741211,249.0,4.86,79.95999908447266,4.132,4.521999999999999,4.786,0.3899999999999997,0.6539999999999999,208.6756,173.74,138117.2,4.7,14675.682086956522,2806
2007-09-10,1451.699951171875,1455.25,77.48999786376953,75.4800033569336,2.171600103378296,5.890999794006348,703.2999877929688,1294.0,12.531999588012695,3.2639999389648438,332.0,329.75,849.0,1108.0,903.5,66.44999694824219,118.875,95.69999694824219,1916.0,117.05000305175781,58.54999923706055,9.289999961853027,244.1999969482422,5.07,79.81999969482422,4.128,4.523,4.784,0.3949999999999996,0.6559999999999997,208.7399,173.85999999999999,138124.3,4.7,14680.604076086956,2809
2007-09-11,1471.489990234375,1472.75,78.2300033569336,76.37999725341797,2.1826999187469482,5.934000015258789,712.2000122070312,1302.5999755859375,12.666999816894531,3.3889999389648438,334.6499938964844,324.5,871.0,1105.0,905.0,65.8499984741211,118.5250015258789,95.69999694824219,1876.0,116.55000305175781,59.150001525878906,9.300000190734863,241.3000030517578,5.06,79.69999694824219,4.126666666666666,4.523333333333333,4.783333333333333,0.3966666666666674,0.6566666666666672,208.76133333333334,173.9,138126.66666666666,4.7,14682.244739130436,2810
2007-09-12,1471.56005859375,1476.25,79.91000366210938,77.68000030517578,2.219099998474121,6.438000202178955,711.9000244140625,1304.699951171875,12.625,3.359499931335449,335.70001220703125,339.75,840.0,1100.0,925.0,65.19999694824219,116.8499984741211,94.7249984741211,1867.0,117.0999984741211,60.099998474121094,9.289999961853027,235.0,5.18,79.36000061035156,4.125333333333333,4.523666666666666,4.782666666666667,0.39833333333333343,0.6573333333333338,208.78276666666667,173.94,138129.03333333333,4.7,14683.885402173913,2811
2007-09-13,1483.949951171875,1485.0,80.08999633789062,77.12000274658203,2.2190001010894775,6.0289998054504395,709.5,1299.9000244140625,12.513999938964844,3.3949999809265137,332.8500061035156,330.75,825.5,1093.0,928.0,65.4000015258789,116.94999694824219,94.67500305175781,1857.0,116.19999694824219,60.25,9.270000457763672,233.89999389648438,5.09,79.51000213623047,4.124,4.524,4.782,0.40000000000000036,0.6580000000000004,208.8042,173.98,138131.4,4.7,14685.526065217393,2812
2007-09-14,1484.25,1485.0,79.0999984741211,76.22000122070312,2.2077999114990234,6.2789998054504395,709.5999755859375,1299.199951171875,12.543999671936035,3.3910000324249268,330.0,336.5,838.0,1099.0,941.0,65.55000305175781,116.82499694824219,95.25,1837.0,118.05000305175781,60.91999816894531,9.350000381469727,233.5,5.25,79.62000274658203,4.1226666666666665,4.524333333333333,4.781333333333333,0.4016666666666664,0.658666666666667,208.82563333333334,174.01999999999998,138133.76666666666,4.7,14687.16672826087,2813
2007-09-17,1476.6500244140625,1477.0,80.56999969482422,76.9800033569336,2.2286999225616455,6.6529998779296875,715.7999877929688,1302.5999755859375,12.73900032043457,3.4175000190734863,331.3500061035156,352.25,875.0,1112.5,968.5,65.0250015258789,115.67500305175781,94.9749984741211,1864.0,125.0,61.66999816894531,9.34000015258789,245.0,5.33,79.72000122070312,4.118666666666666,4.525333333333333,4.779333333333333,0.4066666666666672,0.6606666666666667,208.88993333333332,174.14,138140.86666666667,4.7,14692.088717391305,2816
2007-09-18,1519.780029296875,1520.0,81.51000213623047,77.58999633789062,2.242300033569336,6.567999839782715,715.7999877929688,1306.699951171875,12.767000198364258,3.442500114440918,331.70001220703125,352.25,869.0,1131.0,969.5,63.875,116.0250015258789,95.6500015258789,1873.0,126.69999694824219,62.25,9.350000381469727,241.3000030517578,4.92,79.20999908447266,4.117333333333333,4.525666666666667,4.778666666666666,0.4083333333333341,0.6613333333333333,208.91136666666665,174.18,138143.23333333334,4.7,14693.729380434783,2817
2007-09-19,1529.030029296875,1528.75,81.93000030517578,78.47000122070312,2.245300054550171,6.179999828338623,722.0,1308.5,12.956000328063965,3.567500114440918,332.5,358.25,845.0,1130.0,971.0,63.20000076293945,116.07499694824219,95.5,1900.0,131.35000610351562,61.33000183105469,9.6899995803833,244.5,4.74,79.30000305175781,4.116,4.526,4.778,0.41000000000000014,0.6619999999999999,208.9328,174.22,138145.6,4.7,14695.370043478262,2818
